Code,Location Name,Type,Nation,Province,LATLONG,Latitude,N/S,Longitude,E/W,UTM,MGRS,National Reference,Air,Sea,Road,IWW,Rail,Pipe,HNS,NSIP,POD,GLN,National ID,APP6-B Symbol,APP6-C Symbol,Classification,Releasability,Remarks,Last Change By,Last Change,Throughput,Storage Areas
FI0047,Kivilompolo,Road Border Crossing Point,FIN: Finland,,683936N0231926E,68.66000366,N,23.32388878,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from NOR,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0048,Karigasniemi,Road Border Crossing Point,FIN: Finland,,692351N0255117E,69.39749908,N,25.85472488,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from NOR,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0049,Utsjoki,Road Border Crossing Point,FIN: Finland,,695435N0270133E,69.90972137,N,27.02583313,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from NOR,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0050,Nuorgam,Road Border Crossing Point,FIN: Finland,,700519N0275736E,70.08860779,N,27.96000099,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from NOR. customs by request.,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0051,NÑÑtÑmî,Road Border Crossing Point,FIN: Finland,,694036N0290846E,69.67666626,N,29.14611053,E,,,,No,No,No,No,No,No,No,No,No,,,,,NATO UNCLASSIFIED,EXER,road from RUS,CENTRALLY MANAGED,44229.65478,Rail:  Assets at / Day,
FI0122,Karigasniemi,Road Border Crossing Point,FIN: Finland,,692351N0255117E,69.39749908,N,25.85472488,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from NOR,CENTRALLY MANAGED,44946.34705,,
FI0123,Utsjoki,Road Border Crossing Point,FIN: Finland,,695435N0270133E,69.90972137,N,27.02583313,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from NOR,CENTRALLY MANAGED,44946.34705,,
FI0124,Nuorgam,Road Border Crossing Point,FIN: Finland,,700519N0275736E,70.08860779,N,27.96000099,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from NOR. customs by request.,CENTRALLY MANAGED,44946.34705,,
FI0125,NÑÑtÑmî,Road Border Crossing Point,FIN: Finland,,694036N0290846E,69.67666626,N,29.14611053,E,,,,No,No,No,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from RUS,CENTRALLY MANAGED,44595.41009,,
FI0126,Tornio,Rail Border Crossing Point,FIN: Finland,,655028N0240844E,65.84111023,N,24.1455555,E,,,,No,No,No,No,Yes,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road and rail from SWE.,CENTRALLY MANAGED,44946.34705,,
FI0127,Ylitornio,Road Border Crossing Point,FIN: Finland,,662242N0234131E,66.37833405,N,23.69194603,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from SWE. customs by request.,CENTRALLY MANAGED,44946.34705,,
FI0128,Pello,Road Border Crossing Point,FIN: Finland,,664803N0235917E,66.80083466,N,23.98805809,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from SWE. customs by request.,CENTRALLY MANAGED,44946.34705,,
FI0129,Kolari,Road Border Crossing Point,FIN: Finland,,671840N0234507E,67.31111145,N,23.7519455,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from SWE,CENTRALLY MANAGED,44946.34705,,
FI0130,Muonio,Road Border Crossing Point,FIN: Finland,,675621N0233958E,67.93917084,N,23.6661129,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from SWE,CENTRALLY MANAGED,44946.34705,,
FI0131,Kaaresuvanto,Road Border Crossing Point,FIN: Finland,,682642N0222837E,68.44499969,N,22.47694588,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from SWE,CENTRALLY MANAGED,44946.34705,,
FI0132,KilpisjÑrvi,Road Border Crossing Point,FIN: Finland,,690642N0204459E,69.11166382,N,20.74972343,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from NOR,CENTRALLY MANAGED,44946.34706,,
FI0133,Kivilompolo,Road Border Crossing Point,FIN: Finland,,683936N0231926E,68.66000366,N,23.32388878,E,,,,No,No,Yes,No,No,No,Yes,No,No,,,,,NATO UNCLASSIFIED,,road from NOR,CENTRALLY MANAGED,44946.34706,,
GX0048,SWIECKO RDBP,Road Border Crossing Point,POL: Poland,N/A,522134N0143528E,52.35944366,N,14.59111214,E,33U 472154 5801096,33U VU 72155 01097,,No,No,Yes,No,No,No,No,,No,,,SFGPIT----HB---,,,,,jfcbs.ada@ais,45086.45394,,
LO1261,KOMARNO RAIL,Rail Border Crossing Point,SVK: Slovakia,N/A,474523N0180512E,47.75638962,N,18.08666611,E,34T 281666 5293335,34T BT 81666 93335,,No,No,No,No,Yes,No,Yes,No,No,,,SFGPIT----HB---,,,,Shengen SVK/HUN,sverhap@sk,44511.43047,,
NE0093,RDBC UDVAR / DUBOSEVICA,Road Border Crossing Point,HUN: Hungary,N/A,455341N0183938E,45.8947258,N,18.66055679,E,34T 318509 5085011,34T CR 18510 85012,,No,No,Yes,No,No,No,No,,No,,,SFGPI----------,,,,,jfcbs.ada@ais,45086.45394,,
NO0118,BJORNFJELL BCP,Road Border Crossing Point,NOR: Norway,,682552N0180623E,68.4311142,N,18.10639,E,,,,No,No,Yes,No,Yes,No,No,,No,,,,,,,,,,Rail: 0 Assets at / Day,
NO0119,HELLIGSKOGEN BCP,Road Border Crossing Point,NOR: Norway,,690709N0204437E,69.11916351,N,20.74361229,E,,,,No,No,Yes,No,No,No,No,,No,,,,,,,,,,Rail: 0 Assets at / Day,
NO0120,?RJE,Road Border Crossing Point,NOR: Norway,,592912N0114453E,59.48666763,N,11.74805737,E,,,,No,No,No,No,Yes,No,No,,No,,,,,,,,,,Rail:  Assets at / Day,
NO0121,SVINESUND,Road Border Crossing Point,NOR: Norway,,590542N0111506E,59.09500122,N,11.25166702,E,,,,No,No,Yes,No,Yes,No,No,,No,,,,,,,,,,Rail:  Assets at / Day,
NO0122,STORLIEN,Road Border Crossing Point,NOR: Norway,,632001N0120315E,63.33361053,N,12.05416679,E,,,,No,No,Yes,No,Yes,No,No,,No,,,,,,,,,,Rail:  Assets at / Day,
NO0123,GRADDIS,Road Border Crossing Point,NOR: Norway,,664519N0155007E,66.75527954,N,15.83527946,E,,,,No,No,No,No,Yes,No,No,,No,,,,,,,,,,Rail:  Assets at / Day,
NO0124,UMBUKTA,Road Border Crossing Point,NOR: Norway,,660808N0143527E,66.13555908,N,14.59083462,E,,,,No,No,No,No,Yes,No,No,,No,,,,,,,,,,Rail:  Assets at / Day,
